accuracy,congruity,height,response,rt,stimulus,subject_nr,targetSide,width,md,auc,xflips,init_time
1,congruent,1050,2,805,rightCongruent.jpg,127,right,1680,0.327329511,0.316570007,0,300
1,incongruent,1050,2,805,rightIncongruent.jpg,127,right,1680,0.406400675,0.1651367,0,300
1,congruent,1050,1,805,leftCongruent.jpg,128,left,1680,-0.175379449,-0.190467245,0,240
1,congruent,1050,1,805,leftCongruent.jpg,129,left,1680,0.106484128,0.038033707,0,280
1,congruent,1050,2,805,rightCongruent.jpg,129,right,1680,-0.186592594,-0.206961719,0,340
1,congruent,1050,1,805,leftCongruent.jpg,130,left,1680,0.110816386,0.115547419,0,300
1,incongruent,1050,2,806,rightIncongruent.jpg,101,right,1680,0.592151603,0.744091583,1,260
1,congruent,1050,1,806,leftCongruent.jpg,103,left,1680,-0.091063871,-0.068253564,0,460
1,incongruent,1050,2,806,rightIncongruent.jpg,103,right,1680,-0.086277493,-0.08592962,0,560
1,incongruent,1050,2,806,rightIncongruent.jpg,103,right,1680,0.831420873,1.002923982,1,400
1,congruent,1050,1,806,leftCongruent.jpg,103,left,1680,-0.106950043,-0.143705444,0,540
1,incongruent,1050,2,806,rightIncongruent.jpg,104,right,1680,0.025409147,0.005741404,0,440
1,congruent,1050,2,806,rightCongruent.jpg,106,right,1680,-0.079393761,-0.07851663,0,320
1,incongruent,1050,1,806,leftIncongruent.jpg,109,left,1680,0.137464917,0.109977408,0,240
1,incongruent,1050,2,806,rightIncongruent.jpg,110,right,1680,-0.209414321,-0.250657002,0,320
1,congruent,1050,2,806,rightCongruent.jpg,110,right,1680,0.74223587,0.480058103,0,180
1,congruent,1050,1,806,leftCongruent.jpg,110,left,1680,-0.039796459,0.00212781,0,360
0,incongruent,1050,1,806,rightIncongruent.jpg,112,right,1680,0.161336772,0.207478398,0,420
0,congruent,1050,1,806,rightCongruent.jpg,112,right,1680,0.101368845,0.117053469,0,420
1,congruent,1050,1,806,leftCongruent.jpg,114,left,1680,-0.122115251,-0.053423252,0,440
1,congruent,1050,1,806,leftCongruent.jpg,117,left,1680,-0.036828811,-0.007887383,0,300
1,incongruent,1050,2,806,rightIncongruent.jpg,119,right,1680,0.169518845,0.14652148,0,380
1,incongruent,1050,1,806,leftIncongruent.jpg,122,left,1680,0.486804937,0.579848345,0,40
1,congruent,1050,1,806,leftCongruent.jpg,122,left,1680,-0.098959711,0.050069969,0,40
1,congruent,1050,1,806,leftCongruent.jpg,122,left,1680,0.327803967,0.364240437,0,280
1,incongruent,1050,2,806,rightIncongruent.jpg,122,right,1680,0.197992178,0.207700202,0,200
1,incongruent,1050,1,806,leftIncongruent.jpg,123,left,1680,-0.094711959,-0.036251252,0,320
1,congruent,1050,1,806,leftCongruent.jpg,123,left,1680,-0.079777605,-0.083110587,0,380
1,incongruent,1050,1,806,leftIncongruent.jpg,123,left,1680,-0.049641047,-0.041562115,0,340
1,incongruent,1050,1,806,leftIncongruent.jpg,123,left,1680,-0.079784811,-0.108812981,0,500
1,congruent,1050,1,806,leftCongruent.jpg,124,left,1680,-0.086391944,-0.074003494,0,300
1,congruent,1050,1,806,leftCongruent.jpg,126,left,1680,0.513892482,0.551514511,0,200
1,incongruent,1050,1,806,leftIncongruent.jpg,126,left,1680,0.241961956,0.238216382,0,140
1,incongruent,1050,2,806,rightIncongruent.jpg,126,right,1680,0.628664278,0.697756642,0,160
1,congruent,1050,1,806,leftCongruent.jpg,126,left,1680,0.19572907,0.195370306,0,120
1,congruent,1050,1,806,leftCongruent.jpg,127,left,1680,0.108583529,0.091025178,0,380
1,congruent,1050,2,806,rightCongruent.jpg,128,right,1680,0.797605746,0.792282211,0,100
1,congruent,1050,2,807,rightCongruent.jpg,101,right,1680,-0.14178853,-0.112711752,0,300
1,incongruent,1050,2,807,rightIncongruent.jpg,101,right,1680,-0.293086881,-0.230847674,0,260
1,incongruent,1050,1,807,leftIncongruent.jpg,103,left,1680,-0.074876264,-0.068593417,0,500
1,incongruent,1050,2,807,rightIncongruent.jpg,105,right,1680,0.257003329,0.172107859,1,240
1,incongruent,1050,2,807,rightIncongruent.jpg,106,right,1680,0.105682162,0.091466495,0,180
1,congruent,1050,2,807,rightCongruent.jpg,106,right,1680,0.055054443,0.028139557,0,320
1,incongruent,1050,1,807,leftIncongruent.jpg,106,left,1680,0.167312589,0.173223444,0,260
1,congruent,1050,2,807,rightCongruent.jpg,108,right,1680,0.081330481,0.092504441,0,200
1,congruent,1050,1,807,leftCongruent.jpg,108,left,1680,-0.16754363,-0.227627526,0,360
1,congruent,1050,1,807,leftCongruent.jpg,109,left,1680,-0.128053543,-0.022324923,0,180
1,congruent,1050,2,807,rightCongruent.jpg,110,right,1680,-0.122936894,-0.072985114,0,260
1,congruent,1050,1,807,leftCongruent.jpg,110,left,1680,0.241473445,0.263170244,0,360
1,congruent,1050,2,807,rightCongruent.jpg,111,right,1680,1.037908657,1.091859589,0,40
0,incongruent,1050,2,807,leftIncongruent.jpg,112,left,1680,0.112160687,0.084804949,0,440
1,congruent,1050,2,807,rightCongruent.jpg,114,right,1680,-0.173737461,-0.115201831,0,400
1,congruent,1050,1,807,leftCongruent.jpg,114,left,1680,-0.110899349,-0.119893162,0,400
1,incongruent,1050,1,807,leftIncongruent.jpg,116,left,1680,0.274645908,0.389606575,0,360
1,incongruent,1050,1,807,leftIncongruent.jpg,116,left,1680,0.174811015,0.15307616,0,320
1,congruent,1050,2,807,rightCongruent.jpg,118,right,1680,0.114049127,0.13041834,0,300
1,incongruent,1050,2,807,rightIncongruent.jpg,118,right,1680,0.269924715,0.296587197,0,360
1,congruent,1050,2,807,rightCongruent.jpg,120,right,1680,-0.181640363,-0.204876941,0,400
1,incongruent,1050,1,807,leftIncongruent.jpg,120,left,1680,1.204898975,0.994567696,1,280
1,congruent,1050,1,807,leftCongruent.jpg,122,left,1680,0.232338292,0.248076872,0,220
1,incongruent,1050,2,807,rightIncongruent.jpg,123,right,1680,0.242695704,0.290259576,0,300
1,congruent,1050,1,807,leftCongruent.jpg,123,left,1680,0.035245064,0.02635325,0,380
1,incongruent,1050,2,807,rightIncongruent.jpg,123,right,1680,0.509434151,0.500041716,0,260
1,congruent,1050,2,807,rightCongruent.jpg,124,right,1680,0.080477801,0.027804806,0,240
1,congruent,1050,1,807,leftCongruent.jpg,124,left,1680,-0.483109658,-0.588448762,0,300
1,congruent,1050,1,807,leftCongruent.jpg,125,left,1680,0.109327821,0.083268399,0,200
1,congruent,1050,2,807,rightCongruent.jpg,125,right,1680,-0.253262663,-0.214456879,0,280
1,incongruent,1050,1,807,leftIncongruent.jpg,126,left,1680,0.14384283,0.066682612,0,140
1,congruent,1050,1,807,leftCongruent.jpg,128,left,1680,0.624131436,0.322852793,0,40
1,congruent,1050,1,807,leftCongruent.jpg,128,left,1680,-0.100151323,-0.061093657,0,40
1,congruent,1050,1,807,leftCongruent.jpg,130,left,1680,0.058036987,0.025661905,0,340
1,incongruent,1050,2,808,rightIncongruent.jpg,101,right,1680,0.886450502,0.995234212,1,260
1,congruent,1050,2,808,rightCongruent.jpg,101,right,1680,-0.100107091,-0.098075188,0,360
1,incongruent,1050,2,808,rightIncongruent.jpg,101,right,1680,0.893093799,0.877925487,1,220
1,incongruent,1050,1,808,leftIncongruent.jpg,101,left,1680,1.127029473,0.989116976,0,220
1,congruent,1050,2,808,rightCongruent.jpg,105,right,1680,-0.049949947,-0.004368507,0,280
1,congruent,1050,2,808,rightCongruent.jpg,106,right,1680,-0.068435008,-0.040469521,0,320
1,congruent,1050,1,808,leftCongruent.jpg,106,left,1680,0.106487918,0.101895708,0,220
1,incongruent,1050,2,808,rightIncongruent.jpg,107,right,1680,0.073856529,-0.010967017,0,220
1,congruent,1050,1,808,leftCongruent.jpg,108,left,1680,-0.094663829,-0.035170854,0,360
1,congruent,1050,2,808,rightCongruent.jpg,110,right,1680,-0.306637899,-0.316761962,0,320
1,congruent,1050,2,808,rightCongruent.jpg,110,right,1680,-0.279911041,-0.363855146,0,300
1,incongruent,1050,1,808,leftIncongruent.jpg,113,left,1680,0.331179619,0.373972235,0,140
1,congruent,1050,2,808,rightCongruent.jpg,114,right,1680,0.108633117,0.12479368,0,400
1,incongruent,1050,2,808,rightIncongruent.jpg,114,right,1680,-0.039182031,-0.023951036,0,420
1,incongruent,1050,1,808,leftIncongruent.jpg,114,left,1680,-0.138433086,-0.185207068,0,400
1,congruent,1050,1,808,leftCongruent.jpg,115,left,1680,-0.076587504,-0.053810511,0,300
1,congruent,1050,2,808,rightCongruent.jpg,116,right,1680,0.069989594,0.028667421,0,340
1,congruent,1050,2,808,rightCongruent.jpg,116,right,1680,-0.109025128,-0.125907802,0,400
1,congruent,1050,2,808,rightCongruent.jpg,116,right,1680,-0.250188291,-0.285741315,0,420
1,congruent,1050,2,808,rightCongruent.jpg,116,right,1680,-0.098978204,-0.114914608,0,360
1,congruent,1050,2,808,rightCongruent.jpg,118,right,1680,0.124582684,0.142463948,0,320
1,congruent,1050,1,808,leftCongruent.jpg,119,left,1680,0.136702383,0.133430208,0,280
1,incongruent,1050,1,808,leftIncongruent.jpg,119,left,1680,0.521948732,0.534856662,0,60
1,congruent,1050,1,808,leftCongruent.jpg,122,left,1680,0.554631217,0.700384479,1,260
1,congruent,1050,1,808,leftCongruent.jpg,122,left,1680,0.163655726,0.211672262,0,260
1,incongruent,1050,1,808,leftIncongruent.jpg,124,left,1680,0.557224576,0.538850028,0,200
1,congruent,1050,1,808,leftCongruent.jpg,125,left,1680,0.334389252,0.334944874,0,100
1,congruent,1050,2,808,rightCongruent.jpg,126,right,1680,0.349161936,0.314809541,0,240
1,congruent,1050,1,808,leftCongruent.jpg,127,left,1680,0.581480936,0.228891663,0,120
1,congruent,1050,2,808,rightCongruent.jpg,128,right,1680,0.234020412,0.048447805,0,40
1,incongruent,1050,2,808,rightIncongruent.jpg,128,right,1680,1.046934143,1.049827944,1,180
1,congruent,1050,2,809,rightCongruent.jpg,101,right,1680,0.103718316,0.078541021,0,320
1,incongruent,1050,2,809,rightIncongruent.jpg,103,right,1680,0.287359119,0.155107486,0,400
1,incongruent,1050,2,809,rightIncongruent.jpg,104,right,1680,0.710236065,0.508494103,0,320
1,incongruent,1050,1,809,leftIncongruent.jpg,104,left,1680,0.671686143,0.734308703,1,260
1,incongruent,1050,1,809,leftIncongruent.jpg,106,left,1680,0.100919107,0.092586441,0,360
1,congruent,1050,1,809,leftCongruent.jpg,106,left,1680,0.045513183,0.042760968,0,300
1,incongruent,1050,1,809,leftIncongruent.jpg,109,left,1680,0.353260268,0.385361714,0,200
1,incongruent,1050,1,809,leftIncongruent.jpg,109,left,1680,0.442341082,0.431232031,0,120
1,congruent,1050,1,809,leftCongruent.jpg,109,left,1680,-0.061639375,-0.038104441,0,360
1,incongruent,1050,2,809,rightIncongruent.jpg,110,right,1680,-0.148376308,-0.121332035,0,360
1,incongruent,1050,1,809,leftIncongruent.jpg,114,left,1680,-0.249205076,-0.305704129,0,480
1,incongruent,1050,1,809,leftIncongruent.jpg,114,left,1680,-0.073518829,-0.078241009,0,440
1,incongruent,1050,1,809,leftIncongruent.jpg,114,left,1680,-0.188320183,-0.236293859,0,420
1,congruent,1050,2,809,rightCongruent.jpg,116,right,1680,-0.058630531,-0.069281768,0,340
1,congruent,1050,1,809,leftCongruent.jpg,118,left,1680,-0.05823694,0.009117196,0,240
1,congruent,1050,2,809,rightCongruent.jpg,122,right,1680,0.68836848,0.892968333,0,240
1,congruent,1050,2,809,rightCongruent.jpg,123,right,1680,0.073525932,0.054121003,0,320
1,incongruent,1050,1,809,leftIncongruent.jpg,123,left,1680,0.219167583,0.180829959,0,280
1,congruent,1050,2,809,rightCongruent.jpg,124,right,1680,-0.067357058,-0.064500259,0,300
1,congruent,1050,1,809,leftCongruent.jpg,125,left,1680,0.173775116,0.004398271,0,220
1,congruent,1050,1,809,leftCongruent.jpg,126,left,1680,0.16502105,-0.046925604,0,240
1,congruent,1050,1,809,leftCongruent.jpg,129,left,1680,-0.064019379,-0.005303042,0,260
1,incongruent,1050,1,810,leftIncongruent.jpg,104,left,1680,0.27303574,0.316089013,0,420
1,incongruent,1050,1,810,leftIncongruent.jpg,108,left,1680,0.088801874,0.079521874,0,320
1,incongruent,1050,2,810,rightIncongruent.jpg,109,right,1680,0.225152955,0.174333567,0,280
1,incongruent,1050,1,810,leftIncongruent.jpg,109,left,1680,0.365472775,0.327959284,0,200
1,congruent,1050,2,810,rightCongruent.jpg,109,right,1680,-0.17892982,-0.148224252,0,120
1,incongruent,1050,1,810,leftIncongruent.jpg,110,left,1680,0.383191652,0.453897648,0,320
1,incongruent,1050,2,810,rightIncongruent.jpg,110,right,1680,-0.053402406,-0.061772447,0,460
1,congruent,1050,2,810,rightCongruent.jpg,113,right,1680,0.598948246,0.364777151,1,60
1,congruent,1050,1,810,leftCongruent.jpg,114,left,1680,-0.148736982,-0.171307623,0,380
1,incongruent,1050,2,810,rightIncongruent.jpg,114,right,1680,0.170181789,0.196214418,0,420
1,incongruent,1050,2,810,rightIncongruent.jpg,114,right,1680,-0.162697141,-0.109056864,0,400
1,congruent,1050,1,810,leftCongruent.jpg,119,left,1680,-0.034514591,-0.009248012,0,300
1,incongruent,1050,2,810,rightIncongruent.jpg,123,right,1680,0.163276667,0.05069437,0,360
1,congruent,1050,2,810,rightCongruent.jpg,124,right,1680,0.826304167,0.783876686,1,220
1,congruent,1050,2,810,rightCongruent.jpg,124,right,1680,0.940427029,0.821369895,0,140
1,incongruent,1050,1,810,leftIncongruent.jpg,125,left,1680,0.056512995,0.033194672,0,200
1,incongruent,1050,2,810,rightIncongruent.jpg,127,right,1680,0.460594541,0.405465931,0,120
1,congruent,1050,1,810,leftCongruent.jpg,128,left,1680,0.363981877,0.318749244,0,40
1,incongruent,1050,2,810,rightIncongruent.jpg,128,right,1680,0.932227445,0.971721489,1,240
1,incongruent,1050,2,810,rightIncongruent.jpg,128,right,1680,1.191717407,0.840353426,0,40
1,congruent,1050,1,810,leftCongruent.jpg,130,left,1680,0.116053879,0.125470597,0,260
1,congruent,1050,1,810,leftCongruent.jpg,130,left,1680,0.206366292,0.2814753,0,300
1,congruent,1050,1,811,leftCongruent.jpg,101,left,1680,-0.169561709,-0.192263195,0,320
1,congruent,1050,2,811,rightCongruent.jpg,101,right,1680,-0.145836444,-0.156538576,0,380
1,congruent,1050,2,811,rightCongruent.jpg,103,right,1680,0.192688329,0.221125855,0,460
1,incongruent,1050,1,811,leftIncongruent.jpg,103,left,1680,-0.106938569,-0.085624082,0,540
1,congruent,1050,1,811,leftCongruent.jpg,103,left,1680,-0.161446428,-0.171772362,0,520
1,congruent,1050,1,811,leftCongruent.jpg,106,left,1680,0.108958402,0.071775403,0,200
1,incongruent,1050,1,811,leftIncongruent.jpg,108,left,1680,-0.033082978,-0.002147875,0,360
1,incongruent,1050,2,811,rightIncongruent.jpg,108,right,1680,0.219448573,0.251506082,0,100
1,incongruent,1050,1,811,leftIncongruent.jpg,108,left,1680,-0.097470401,-0.029277896,0,320
1,congruent,1050,2,811,rightCongruent.jpg,116,right,1680,-0.088834804,-0.072249306,0,360
1,congruent,1050,2,811,rightCongruent.jpg,122,right,1680,1.391841239,1.218482805,0,40
1,congruent,1050,2,811,rightCongruent.jpg,129,right,1680,0.084064604,0.059255225,0,340
1,congruent,1050,1,811,leftCongruent.jpg,130,left,1680,0.115649128,0.065691644,0,260
1,congruent,1050,2,811,rightCongruent.jpg,130,right,1680,-0.127552894,-0.045810878,0,260
1,congruent,1050,2,812,rightCongruent.jpg,105,right,1680,0.097588951,0.027729827,0,300
1,congruent,1050,1,812,leftCongruent.jpg,105,left,1680,0.811007436,0.993413688,0,180
1,congruent,1050,1,812,leftCongruent.jpg,106,left,1680,0.285261411,0.051925098,0,180
1,incongruent,1050,1,812,leftIncongruent.jpg,108,left,1680,0.110249642,0.128048913,0,340
1,congruent,1050,2,812,rightCongruent.jpg,109,right,1680,0.055458588,0.019740983,0,340
1,congruent,1050,1,812,leftCongruent.jpg,109,left,1680,-0.03695026,0.00973526,0,300
1,incongruent,1050,1,812,leftIncongruent.jpg,109,left,1680,0.343532038,0.411661847,0,220
1,congruent,1050,2,812,rightCongruent.jpg,110,right,1680,-0.279267962,-0.360979472,0,340
1,incongruent,1050,2,812,rightIncongruent.jpg,110,right,1680,0.424877898,0.432866113,0,340
1,congruent,1050,2,812,rightCongruent.jpg,111,right,1680,0.969959033,1.088174359,0,120
1,congruent,1050,2,812,rightCongruent.jpg,114,right,1680,-0.067308171,0.014474898,0,400
1,congruent,1050,1,812,leftCongruent.jpg,116,left,1680,-0.03407179,-0.008546842,0,260
1,congruent,1050,2,812,rightCongruent.jpg,118,right,1680,-0.108928126,-0.073540803,0,400
1,incongruent,1050,2,812,rightIncongruent.jpg,118,right,1680,0.3102025,0.274742475,0,340
1,congruent,1050,1,812,leftCongruent.jpg,122,left,1680,0.66622062,0.657780232,0,40
1,congruent,1050,2,812,rightCongruent.jpg,122,right,1680,0.374134417,0.473671607,0,80
1,incongruent,1050,2,812,rightIncongruent.jpg,123,right,1680,-0.292915491,-0.336871608,0,400
1,congruent,1050,2,812,rightCongruent.jpg,124,right,1680,0.218532096,0.187394686,0,280
1,incongruent,1050,1,812,leftIncongruent.jpg,128,left,1680,0.772241803,0.357290424,1,40
1,incongruent,1050,2,812,rightIncongruent.jpg,128,right,1680,0.437247442,0.065523251,0,140
1,congruent,1050,2,812,rightCongruent.jpg,130,right,1680,0.417090376,0.479553289,0,200
1,incongruent,1050,1,812,leftIncongruent.jpg,130,left,1680,0.05878937,0.04559976,0,380
1,incongruent,1050,1,813,leftIncongruent.jpg,101,left,1680,0.159456279,0.13369385,0,220
1,congruent,1050,2,813,rightCongruent.jpg,101,right,1680,0.081711794,0.057416398,0,180
1,incongruent,1050,2,813,rightIncongruent.jpg,101,right,1680,0.294322741,0.252500553,1,160
1,congruent,1050,2,813,rightCongruent.jpg,102,right,1680,-0.208198821,-0.192272022,0,280
1,incongruent,1050,2,813,rightIncongruent.jpg,103,right,1680,-0.105878233,-0.020037176,0,560
1,congruent,1050,1,813,leftCongruent.jpg,103,left,1680,-0.131468074,-0.117513395,0,520
1,incongruent,1050,1,813,leftIncongruent.jpg,103,left,1680,-0.101661081,-0.106140912,0,560
1,incongruent,1050,1,813,leftIncongruent.jpg,103,left,1680,0.177231049,0.261118409,0,460
1,incongruent,1050,1,813,leftIncongruent.jpg,103,left,1680,-0.065782792,-0.043680314,0,480
1,incongruent,1050,1,813,leftIncongruent.jpg,103,left,1680,-0.217165086,-0.231543775,0,480
1,incongruent,1050,2,813,rightIncongruent.jpg,104,right,1680,0.055280433,0.048488614,0,320
1,congruent,1050,1,813,leftCongruent.jpg,105,left,1680,0.504867341,0.503386968,0,200
1,incongruent,1050,2,813,rightIncongruent.jpg,105,right,1680,-0.113674007,-0.09692394,0,180
1,congruent,1050,1,813,leftCongruent.jpg,106,left,1680,0.093365818,0.090508586,0,100
1,congruent,1050,1,813,leftCongruent.jpg,106,left,1680,-0.121260784,-0.093603041,0,320
1,congruent,1050,1,813,leftCongruent.jpg,107,left,1680,-0.217004462,-0.141142879,0,280
1,incongruent,1050,2,813,rightIncongruent.jpg,108,right,1680,0.254779609,0.284173561,0,240
1,incongruent,1050,1,813,leftIncongruent.jpg,109,left,1680,0.455578609,0.451811161,0,220
1,incongruent,1050,2,813,rightIncongruent.jpg,110,right,1680,0.071177987,-0.015882483,0,380
1,congruent,1050,1,813,leftCongruent.jpg,110,left,1680,0.267811665,0.257177291,0,320
1,congruent,1050,1,813,leftCongruent.jpg,111,left,1680,0.223007095,0.262186506,0,260
0,congruent,1050,2,813,leftCongruent.jpg,112,left,1680,0.274109763,0.322259944,0,400
0,congruent,1050,1,813,rightCongruent.jpg,112,right,1680,-0.219965393,-0.138280683,0,320
0,congruent,1050,2,813,leftCongruent.jpg,112,left,1680,0.887326065,0.323062969,2,240
1,incongruent,1050,1,813,leftIncongruent.jpg,118,left,1680,0.301023617,0.132309645,0,280
1,incongruent,1050,2,813,rightIncongruent.jpg,118,right,1680,0.27268183,0.317669654,0,280
1,incongruent,1050,2,813,rightIncongruent.jpg,118,right,1680,0.284242233,0.304398566,0,300
1,congruent,1050,1,813,leftCongruent.jpg,119,left,1680,0.163084777,0.186108566,0,300
1,incongruent,1050,1,813,leftIncongruent.jpg,119,left,1680,0.372701317,0.462879662,0,240
1,incongruent,1050,2,813,rightIncongruent.jpg,119,right,1680,0.806849933,0.828105204,0,200
1,congruent,1050,2,813,rightCongruent.jpg,122,right,1680,0.993581434,1.007231482,0,60
1,incongruent,1050,1,813,leftIncongruent.jpg,122,left,1680,0.856116123,0.104183378,0,40
1,congruent,1050,2,813,rightCongruent.jpg,122,right,1680,0.965237383,0.916896267,0,120
1,congruent,1050,1,813,leftCongruent.jpg,123,left,1680,0.083809489,0.082908208,0,280
1,incongruent,1050,1,813,leftIncongruent.jpg,123,left,1680,-0.087047896,-0.087766271,0,400
1,congruent,1050,1,813,leftCongruent.jpg,123,left,1680,-0.049065613,-0.022895912,0,280
1,congruent,1050,1,813,leftCongruent.jpg,123,left,1680,-0.06236958,-0.049878825,0,360
1,congruent,1050,1,813,leftCongruent.jpg,125,left,1680,0.277615282,0.270931776,0,280
1,incongruent,1050,2,813,rightIncongruent.jpg,127,right,1680,0.902368717,0.731979304,1,80
1,congruent,1050,2,813,rightCongruent.jpg,128,right,1680,0.980379925,1.123737566,1,40
1,congruent,1050,2,813,rightCongruent.jpg,129,right,1680,-0.176730056,-0.086187134,0,260
1,congruent,1050,1,813,leftCongruent.jpg,130,left,1680,0.111876319,0.10048142,0,360
1,congruent,1050,1,813,leftCongruent.jpg,130,left,1680,0.056512564,0.033912837,0,320
1,incongruent,1050,1,814,leftIncongruent.jpg,101,left,1680,0.239679218,0.161287856,0,300
1,congruent,1050,1,814,leftCongruent.jpg,101,left,1680,0.157951253,0.164744523,0,260
1,congruent,1050,2,814,rightCongruent.jpg,103,right,1680,-0.15333409,-0.146809653,0,520
1,congruent,1050,2,814,rightCongruent.jpg,103,right,1680,-0.160446974,-0.189113601,0,540
1,congruent,1050,2,814,rightCongruent.jpg,105,right,1680,0.137011951,0.154690018,0,140
1,congruent,1050,2,814,rightCongruent.jpg,106,right,1680,0.211891743,0.244951188,0,240
1,congruent,1050,2,814,rightCongruent.jpg,109,right,1680,0.097251488,0.033971324,0,120
1,congruent,1050,1,814,leftCongruent.jpg,110,left,1680,-0.082307598,0.016174698,0,340
0,incongruent,1050,1,814,rightIncongruent.jpg,112,right,1680,1.009993674,1.21947802,0,320
1,congruent,1050,1,814,leftCongruent.jpg,113,left,1680,0.892637027,1.053806749,0,120
1,incongruent,1050,2,814,rightIncongruent.jpg,114,right,1680,-0.04552287,-0.008598039,0,420
1,incongruent,1050,2,814,rightIncongruent.jpg,114,right,1680,-0.045372056,-0.039980478,0,460
1,congruent,1050,2,814,rightCongruent.jpg,114,right,1680,-0.104968633,-0.09906391,0,380
1,incongruent,1050,1,814,leftIncongruent.jpg,114,left,1680,-0.115817833,-0.145533456,0,460
1,congruent,1050,1,814,leftCongruent.jpg,116,left,1680,0.065593326,0.051285852,0,340
1,incongruent,1050,1,814,leftIncongruent.jpg,117,left,1680,0.683925681,0.272852058,0,380
1,incongruent,1050,1,814,leftIncongruent.jpg,118,left,1680,0.479058797,0.471046433,0,260
1,congruent,1050,1,814,leftCongruent.jpg,118,left,1680,-0.162245245,-0.158646048,0,280
1,congruent,1050,1,814,leftCongruent.jpg,118,left,1680,0.18765198,0.265327677,0,300
1,congruent,1050,1,814,leftCongruent.jpg,118,left,1680,-0.086560529,0.006367602,0,260
1,congruent,1050,2,814,rightCongruent.jpg,119,right,1680,0.268461273,0.227820054,0,220
1,congruent,1050,1,814,leftCongruent.jpg,119,left,1680,0.286268132,0.275531329,0,120
1,incongruent,1050,1,814,leftIncongruent.jpg,119,left,1680,0.26869648,0.175301009,0,80
1,congruent,1050,1,814,leftCongruent.jpg,119,left,1680,-0.048248661,-0.016141741,0,340
1,congruent,1050,2,814,rightCongruent.jpg,120,right,1680,-0.304702379,-0.244453882,0,340
1,congruent,1050,2,814,rightCongruent.jpg,123,right,1680,0.063534925,0.013021214,0,380
1,incongruent,1050,2,814,rightIncongruent.jpg,123,right,1680,0.259122219,0.306342658,0,240
1,congruent,1050,1,814,leftCongruent.jpg,123,left,1680,-0.1357711,-0.127889244,0,280
1,incongruent,1050,1,814,leftIncongruent.jpg,123,left,1680,-0.059086101,-0.064122923,0,400
1,congruent,1050,1,814,leftCongruent.jpg,123,left,1680,0.037978401,0.011888111,0,320
1,incongruent,1050,2,814,rightIncongruent.jpg,123,right,1680,0.453245761,0.410106983,0,300
1,congruent,1050,1,814,leftCongruent.jpg,124,left,1680,0.066192627,0.048861998,0,260
1,congruent,1050,2,814,rightCongruent.jpg,124,right,1680,0.109208336,0.114027255,0,280
1,congruent,1050,1,814,leftCongruent.jpg,124,left,1680,-0.136779541,-0.094736134,0,320
1,congruent,1050,1,814,leftCongruent.jpg,126,left,1680,-0.146083199,-0.151045014,0,200
1,incongruent,1050,2,814,rightIncongruent.jpg,126,right,1680,0.489392803,0.32766294,0,220
1,incongruent,1050,1,814,leftIncongruent.jpg,128,left,1680,0.528291512,0.20240645,0,40
1,incongruent,1050,2,814,rightIncongruent.jpg,130,right,1680,0.262510172,0.187658511,0,340
1,congruent,1050,1,815,leftCongruent.jpg,101,left,1680,0.321394022,0.456953205,0,380
1,incongruent,1050,2,815,rightIncongruent.jpg,101,right,1680,1.134379401,0.889563003,1,140
1,incongruent,1050,2,815,rightIncongruent.jpg,103,right,1680,-0.10631231,-0.04851114,0,500
1,incongruent,1050,1,815,leftIncongruent.jpg,103,left,1680,0.081852631,0.056955764,0,540
1,congruent,1050,2,815,rightCongruent.jpg,103,right,1680,0.759645227,0.845381742,1,420
1,incongruent,1050,1,815,leftIncongruent.jpg,104,left,1680,0.838153908,0.847311045,0,380
1,congruent,1050,2,815,rightCongruent.jpg,105,right,1680,-0.403222479,-0.50096268,0,320
1,incongruent,1050,2,815,rightIncongruent.jpg,106,right,1680,0.375355881,0.303921751,1,300
1,incongruent,1050,2,815,rightIncongruent.jpg,106,right,1680,0.14952302,0.137539233,0,220
1,congruent,1050,1,815,leftCongruent.jpg,108,left,1680,0.115386067,0.103603292,0,300
1,congruent,1050,1,815,leftCongruent.jpg,108,left,1680,0.279819763,0.208690963,0,180
1,congruent,1050,2,815,rightCongruent.jpg,108,right,1680,0.194775301,0.009167923,0,60
1,congruent,1050,1,815,leftCongruent.jpg,109,left,1680,-0.151268209,-0.105665303,0,220
1,incongruent,1050,2,815,rightIncongruent.jpg,110,right,1680,0.145906434,0.04273558,0,320
0,congruent,1050,1,815,rightCongruent.jpg,112,right,1680,-0.036004809,-0.017560101,0,440
0,incongruent,1050,2,815,leftIncongruent.jpg,112,left,1680,0.093397049,0.093505478,0,360
0,congruent,1050,1,815,rightCongruent.jpg,112,right,1680,0.034973292,0.00537347,0,440
0,incongruent,1050,1,815,rightIncongruent.jpg,112,right,1680,0.112352397,0.091161099,0,320
0,incongruent,1050,2,815,leftIncongruent.jpg,112,left,1680,1.115572293,0.827549937,1,340
1,congruent,1050,1,815,leftCongruent.jpg,114,left,1680,-0.201977087,-0.241693945,0,460
1,congruent,1050,2,815,rightCongruent.jpg,114,right,1680,-0.110169239,-0.11229082,0,400
1,incongruent,1050,1,815,leftIncongruent.jpg,114,left,1680,-0.182267853,-0.226735667,0,440
1,incongruent,1050,2,815,rightIncongruent.jpg,117,right,1680,0.614570472,0.550738675,0,260
1,congruent,1050,2,815,rightCongruent.jpg,119,right,1680,-0.103046779,-0.041271973,0,300
